moment_id,comment_id,gender,age,city,province,profession,education,content,reply_num,thumbs_up_num,vote_option_id
102529125,103256436,2,25,沈阳,辽宁,人事/行政,2,可以在小城市找一个愿意以后陪你回大城市的人喔,0,0,3
102529125,103185327,1,30,上海,上海,销售,2,这个关系不大，不是出趟差就要在那里安家,0,0,3
102529125,103182450,1,36,汉中,陕西,生产/制造,1,顺其自然，要懂得“鱼与熊掌不可兼得”,0,0,3
102529125,103160948,1,30,新乡,河南,政府机构,2,谋定而后动,0,0,1
102529125,103135452,2,29,成都,四川,医疗/护理,3,就看爱不爱了，我朋友也是异地，结婚后也在异地，人家感情也很好啊,0,0,3
102529125,103133981,1,38,沈阳,辽宁,IT/互联网,3,…,0,0,3
102529125,103103834,1,31,广州,广东,商贸/采购,2,你的问题只会存在于热恋期和新婚期，之后你就不会怀疑自己的选择反而更加坚定了,0,0,3
102529125,103045141,2,31,广州,广东,销售,1,我跟你遇到的是同一个问题。[呲牙][呲牙],0,0,1
102529125,103024199,2,21,汕头,广东,学生,1,回去相亲[新月脸],0,0,3
102529125,102944625,1,27,红河,云南,IT/互联网,2,难,0,0,1
102529125,102940981,1,36,泸州,四川,政府机构,2,我以为只有我有这样的困恼,0,0,1
102529125,102933377,1,33,韶关,广东,人事/行政,1,"1：调动到大城市旁边的小城市，把通勤时间尽量控制在1个小时之内。可以跟领导诉说自己的付出去升职，上下班的时间也比较弹性。
2：调回自己原来的城市，但是职位和岗位可能受影响。自己要考虑清楚。
3：找到合适的新工作，然后跳槽。这样就回到原来的城市了。",0,0,3
102529125,102932520,2,29,广州,广东,其他职业,2,找到哪个选哪条路,0,0,3
102529125,102924538,1,34,济南,山东,商贸/采购,1,你都博士了，工作的选择对你来说机会很多，家人另一半应该放到首位即使回来也不难,0,0,1
102529125,102924226,1,31,北京,北京,生产/制造,2,找跟你一样的就行了,0,0,3
102529125,102918338,1,35,北京,北京,金融,2,位高才能权重，权重才能决定而不是被决定与谁谁谁结婚，其中包括他不喜欢你而你喜欢他！,0,0,3
102529125,102911886,1,37,长春,吉林,建筑/房地产,2,把家搬到小城市，生活安逸,0,0,3
102529125,102909170,1,23,信阳,河南,待业,2,你要先清楚未来是在大城市还是小城市才行啊，找大城市的对象怕异地？意思是你在小城市定居嘛？在小城市找对象怕回不去大城市，这逻辑上就有些奇怪，另外如果你是女孩，说句实话，大多男生真有了对象都会收心，不会对其他女生有暧昧的事，当然也不排除个别人渣，所以异地分手的事情不用考虑过多,0,0,3
102529125,102907525,1,29,连云港,江苏,传媒/艺术,1,看缘分吧顺其自然一点遇到真爱把握住,0,0,3
102529125,102907382,1,34,大同,山西,其他职业,1,找对象一定要去大城市找，千万不要找小城市的，因为小城市的人大部分没见过世面，格局见识思维认知都很差，自私，躺平,0,1,3
102529125,102906858,1,32,成都,四川,IT/互联网,3,说实话，都不相信爱情了，这个问题在自己心里肯定是有答案的,0,0,3
102529125,102904380,1,30,深圳,广东,医疗/护理,2,埋骨何须桑梓地，人生无处不青山。,0,0,3
102529125,102900172,1,27,日照,山东,其他职业,2,看你自己是成家大于立业还是立业大于成家,0,0,3
102529125,102899401,2,30,深圳,广东,传媒/艺术,2,你说话挺绕的 我肯定不找你这样的,0,0,3
102529125,102898988,1,28,西安,陕西,生产/制造,1,还是要在一起生活。,0,0,2
102529125,102892667,2,30,成都,四川,人事/行政,2,找家那边的 先说明清楚 再了解  ,0,0,3
102529125,102890378,1,27,上海,上海,生产/制造,2,工作是工作，爱情是爱情,0,0,1
102529125,102886560,1,34,无锡,江苏,建筑/房地产,2,"工作更重要，还是找个人一起好好生活更重要。
如果无法兼得，那就得做取舍",0,0,3
102529125,102886037,1,38,惠州,广东,政府机构,2,顺其自然,0,0,3
102529125,102885713,2,30,北京,北京,其他职业,3,先找着老家的对象,0,0,3
102529125,102884542,2,25,威海,山东,人事/行政,2,更看重家在哪，还是更看重哪的对象,0,0,3
102529125,102882687,1,26,温州,浙江,人事/行政,2,建议，坚持自己的想法 找个家乡的谈恋爱。等调回去了在相处一段时间就可以结婚了,0,0,3
102529125,102882067,2,28,重庆,重庆,商贸/采购,2,随缘🪷,0,0,3
102529125,102880515,1,27,泉州,福建,政府机构,2,这种不是看缘分么？首先努力想办法调回家，然后在这个过程中假设有遇到良人，再结合两人的想法去考虑问题，没必要动不动就先预设会怎么怎么样,0,0,3
102529125,102874769,2,20,广州,广东,学生,2,如果想回家的话还是要回家,0,0,1
102529125,102865821,2,31,天津,天津,财会/审计,1,找家那边的对象，说一下将来肯定要回去的，只是暂时异地，当然前提是你真的能再调回去,0,0,3
102529125,102857201,2,25,贵阳,贵州,教育/科研,2,找到就不错了,0,0,3
102529125,102855851,2,43,舟山,浙江,政府机构,2,你得罪了什么人吧？自己小心，回去就不是调回去了。,0,0,3
102529125,102855226,1,26,宜昌,湖北,生产/制造,3,建议留在城市,0,0,2
102529125,102849854,1,30,深圳,广东,IT/互联网,3,换工作,0,0,3
102529125,102849286,1,23,沈阳,辽宁,IT/互联网,1,看你工作稳不稳定,0,0,3
102529125,102847842,1,28,深圳,广东,IT/互联网,2,随缘吧，找对象已经不容易了，你还限制某个城市那更不容易,0,0,3
102529125,102845002,2,27,西安,陕西,建筑/房地产,3,难道不应该问问自己吗？为何会求助他人的的想法,0,0,3
102529125,102836251,1,34,淮南,安徽,生产/制造,1,找个有缘人，不容易，两边看看,0,0,3
102529125,102832662,1,31,北京,北京,生产/制造,3,咱就说这份工作你真的喜欢吗,0,0,3
102529125,102827543,2,28,北京,北京,其他职业,1,和她商量呗！先不买房呗！,0,1,3
102529125,102814528,2,31,苏州,江苏,销售,2,首先遵从内心，自己想过什么样的生活，然后再去找跟你有同样想法的人。,0,1,3
102529125,102813052,1,20,哈尔滨,黑龙江,学生,1,事事随心，即是本心。不考虑得失，更喜欢那个就选哪个。,0,0,3
102529125,102812595,1,32,天津,天津,政府机构,2,建议调回家后工作稳定再找,0,0,1
102529125,102812227,1,33,中山,广东,IT/互联网,1,必须回家,0,0,1
102529125,102808801,1,31,云浮,广东,医疗/护理,2,想在哪里就哪里呗，缘分到了在哪就在哪呗，说的等你调回去就一定会有对象似的,0,0,3
102529125,102798679,1,27,深圳,广东,财会/审计,1,怎么感觉是在给别人的眼光找对象?,0,0,3
102529125,102796100,1,24,南京,江苏,通信/电子,2,有没有一种可能，先把你调到小城市，让你干一年左右，然后找个借口降薪或者辞退,0,0,3
102529125,102795266,2,34,太原,山西,教育/科研,3,考虑换工作啊…家在大城市，现在单位让去小城市工作，还有可能耽误你成家，赶紧换。要是部队的就当我没说,0,2,3
102529125,102794766,1,27,广州,广东,建筑/房地产,2,"找一个不介意异地的，完美。

如果你必须回家，那么不可能当地找对象",0,0,1
102529125,102793376,2,35,广州,广东,其他职业,2,遇到就谈，能不能成，还得时间验证，不要想得太远那么纠结，活在当下先,0,0,2
102529125,102793083,2,22,湛江,广东,学生,2,不能想办法调回大城市嘛[呲牙],0,1,3
102529125,102790233,2,30,南充,四川,教育/科研,3,这真的是我最近写实了。考到三四线城市的编制，但是发现从大城市来到小城市找对象是真难。现在想回去，想慢慢来吧，年龄又不允许了。心烦,0,1,1
102529125,102783835,1,31,唐山,河北,生产/制造,1,共同努力双向奔赴顺其自然吧吧,0,0,3
102529125,102782229,2,30,上海,上海,待业,2,今天看到一句话，异地似风，虚弱的被吹灭而另一些更猛烈,0,1,3
102529125,102781410,1,31,西安,陕西,财会/审计,2,这可不是暂时异地，只是你想调回家，能不能还是一回事[惊恐][惊恐],0,0,2
102529125,102780421,2,24,南宁,广西,学生,2,不成家,0,1,3
102529125,102777997,1,25,咸宁,湖北,高级管理,1,我只想说，所爱隔山海，山海皆可平，即使大胆去爱，也不要畏惧,0,0,2
102529125,102773594,1,28,郑州,河南,建筑/房地产,2,找喜欢的,0,0,3
102529125,102773214,1,29,广州,广东,服务业,1,别人的建议只是建议，最终还是看自己,0,0,3
102529125,102770087,1,30,乌鲁木齐,新疆,教育/科研,2,厉害,0,0,3
102529125,102770062,2,27,德阳,四川,政府机构,2,一切都是最好的安排,0,0,3
102529125,102762246,1,46,济南,山东,IT/互联网,3,不用纠结大城市和小城市，在哪都一样,0,0,2
102529125,102761420,1,39,长沙,湖南,政府机构,3,争取尽快调回去啊，实在不让调就辞职呗，但是你如果在小城市遇到了一个称心如意的对象，结婚也是未尝不可的日子，不都是那样过吗？你说是不与其在大城市里投入一段不幸福的婚姻，还不如在小城市里面找个真爱在一起，过得安逸巴适一点。,0,1,1
102529125,102759778,1,40,青岛,山东,生物/制药,3,，,0,0,3
102529125,102758730,2,34,郑州,河南,交通运输,2,遇到对的太难了，距离不是问题。,0,0,3
102529125,102756961,1,28,沈阳,辽宁,生产/制造,2,你是想找对象还是 想谋发展 看清需求再说,0,0,3
102529125,102755224,1,32,大连,辽宁,IT/互联网,2,Emmm，首先你还没找对象，所以有很多选择，为什么非要这两个选项呢，假如，以后调回去的几率大，就选个大城市的，短期异地当做考验了，或者在小城选个以后愿意给你回大城市的，等等方案，有很多啊？ 遇贵人先立业，遇良人先成家~,0,0,3
102529125,102752377,1,27,上海,上海,广告/市场,2,全都是送命题，看了都想投C,0,0,3
102529125,102748508,2,26,武汉,湖北,医疗/护理,3,地区不重要，相互喜欢，合适就好,0,1,3
102529125,102744404,2,25,济南,山东,学生,3,大城小城有各的好，最重要的是那个“他/她”值不值得，自己的想法最重要，不喜欢的地方确实不好硬呆，自己感觉委曲求全还不知道以后会不会后悔，别给未来埋雷就好。当然小城市如果景美人友好，也可以试着呆一呆,0,0,3
102529125,102742531,1,37,内江,四川,生产/制造,1,现在郊通发达了，通信也方便，视频费用不贵吧,0,0,3
102529125,102738232,2,33,深圳,广东,教育/科研,2,还是找自己家的，然后周末节假日多跑跑,0,0,3
102529125,102735835,1,28,六盘水,贵州,自由职业,2,为什么不辞职呢，鱼和熊掌哪有兼得的，,0,0,3
102529125,102732768,2,53,泰州,江苏,IT/互联网,1,一样随缘找对象啊，看对象在哪再决定。,0,0,3
102529125,102731213,1,35,平顶山,河南,人事/行政,2,找不介意的,0,1,3
102529125,102730782,1,23,济南,山东,学生,2,直接跟领导说一下吧，成家是大事，领导会好好考虑的,0,0,1
102529125,102730348,1,29,宁德,福建,IT/互联网,2,是男是女都不说清楚,0,0,3
102529125,102730123,1,29,沧州,河北,教育/科研,2,"1.你在小城市毕竟不是家附近，嫁人容易受欺负，受欺负了也没人帮你出气。
2.你家在大城市，现在只是暂时异地，有长远眼光的男生肯定是不会介意的。",0,0,1
102529125,102729455,1,28,遵义,贵州,政府机构,2,简单，影响自己选择，那就辞了,0,0,1
102529125,102727751,2,40,赣州,江西,政府机构,2,无论如何选择都会有遗憾，先把自己想明白了再考虑成家,0,0,3
102529125,102726919,2,27,濮阳,河南,政府机构,1,所谓安身立命，先确定你自己想要什么生活再去想着找对象吧。如果觉得小城市发展没有家里好那就回家，如果小城市比家里发展好那就想办法留下或者等机会再调动。说实话工作就是拿人钱财替人消灾，在哪都一样。只是不方便的情况多少而已，可能你回家也有回家的不方便也说不定。而且也没有“到了结婚年龄”这一说。22岁是法定结婚年龄，有的人觉得早，有的人觉得晚。你还是一个博士，毕业估计都快30或者30多了，何必纠结这个。缘分来了就接住，没来就过自己的日子。另一半愿意陪着你就一起，不愿意就各过各的。顺其自然就好。,0,0,3
102529125,102726268,1,29,枣庄,山东,学生,3,和我异地编制面临的问题差不多 找不到 但是找家里的又会面临异地 没可能,0,3,1
102529125,102725178,1,39,齐齐哈尔,黑龙江,生产/制造,1,如果心有不甘那就再等等，或者找大城市的先谈着，走一步看一步，以你的能力因为爱情以后跳槽会不会再考虑呢？,0,1,3
102529125,102724730,1,35,乐山,四川,金融,2,随缘吧，不强求,0,0,3
102529125,102723616,1,30,淮北,安徽,其他职业,2,稳定再找，内心安定再找,0,2,3
102529125,102723059,2,28,信阳,河南,教育/科研,2,一直想回家，就不能在当地找，否则好难回家，除非是真爱。,0,0,1
102529125,102721281,2,28,哈尔滨,黑龙江,财会/审计,2,这个就有点那么一点点类似于，曾经的上山下乡了[撇嘴],0,0,1
102529125,102720824,1,29,杭州,浙江,自由职业,1,随心就好,0,0,3
102529125,102719877,1,24,潍坊,山东,IT/互联网,2,找家对象再调回家,0,0,3
102529125,102718254,1,29,聊城,山东,其他职业,2,调回去再找吧，我在外地上班的时候也是找对象很难，跟他们解释了能调回来，结果没人信。调回来以后就没那么难了,0,0,1
102529125,102717549,1,24,武汉,湖北,医疗/护理,2,现在就找家那边的对象,0,0,3
102529125,102715824,2,31,大连,辽宁,待业,1,啊。你们怎么看出来是男生还是女生的？怎么都默认她？,0,0,3
102529125,102714054,1,30,安阳,河南,销售,1,这差不多和a选项一样，只是时间就在很多人比较介意异地的现在，很多人又如何 ，好的是这刚好起到滤镜效果，较少的那部分人中就是理想区间，而且还有想要调回的共同希望加持✓,0,0,3
102529125,102712617,1,39,包头,内蒙古,警察,1,[微笑],0,0,1
102529125,102711008,1,35,大庆,黑龙江,政府机构,3,昨天有一个女孩两天之内访问我11次，对我问这问那的，聊了小半天，结果又注销了，这是我见过第六个注销的人了，早知道注销提前跟我说呀，这不耽误时间么[发呆],0,0,2
102529125,102704744,1,21,北京,北京,学生,2,不找对象不就行了,0,0,3
102529125,102702862,1,35,常德,湖南,其他职业,2,在老家找对象然后调回家啊,0,0,3
102529125,102702153,1,26,大理,云南,学生,3,换个单位呗,0,0,3
102529125,102701238,2,26,重庆,重庆,医疗/护理,1,找到对象才是前提吧？,0,0,3
102529125,102700268,1,30,黔东南,贵州,政府机构,2,找个你老家的，并且在你工作的地方上班。,0,0,3
102529125,102697645,1,27,深圳,广东,建筑/房地产,2,"归根结底是想要的太多，不知足。

对我来说，无所谓，都可以。哪里都可以。",0,0,3
102529125,102685578,1,29,广州,广东,建筑/房地产,2,男儿志在四方，带米打工吃细糠[呲牙],0,0,3
102529125,102685461,1,29,大连,辽宁,IT/互联网,2,只管努力 合适的人在未来等你,0,0,3
102529125,102681600,1,34,长沙,湖南,生产/制造,3,调对象,0,0,3
102529125,102681452,2,24,安顺,贵州,待业,2,都可,0,0,3
102529125,102679088,1,25,郑州,河南,物流/仓储,1,重大决定，撇弃沉没成本,0,0,3
102529125,102675604,2,34,佛山,广东,教育/科研,1,就看是小城市的缘分来得更快些，还是大城市来得更猛烈吧。,0,0,3
102529125,102675017,1,37,大连,辽宁,传媒/艺术,1,先上位，对象其实不难找,0,0,2
102529125,102674797,1,37,天津,天津,生产/制造,2,当年很多知青下乡，也是在乡下成亲的，因为谁也不知道能不能回到家乡，而青春就那短短十几年，何必用来赌命运，除非你有把握按自己的想法过一生。,0,0,3
102529125,102671282,2,25,昆明,云南,其他职业,2,顺其自然吧,0,0,3
102529125,102668754,2,43,广州,广东,人事/行政,2,"同步进行。
异 地介意就是自动过滤了。",0,0,3
102529125,102668111,1,27,晋城,山西,建筑/房地产,1,是啊,0,0,3
102529125,102667478,1,32,吉安,江西,政府机构,2,人不可停止前进的脚步，不一定找哪里的对象就得在哪里定居，哪里好，向往哪里就在哪里定居，当然前提得找一个和你意识形态和你一致的人。暂时两地分居也没关系的。,0,0,3
102529125,102663554,1,28,中山,广东,医疗/护理,2,你们找对象是选妃是吧，一找一个准，想找哪样找哪样,0,1,3
102529125,102659915,1,24,无锡,江苏,生物/制药,2,讲道理，小城市和大城市区别很大，不光是现在，包括以后下一代起点也是不一样的，除非是真爱，否则无脑大城市,0,0,3
102529125,102659223,1,25,株洲,湖南,教育/科研,3,工作可以换，但地点可以自己选的！,0,0,1
102529125,102654294,1,28,北京,北京,高级管理,2,大城市留不下身体，小城市容不下灵魂,0,0,3
102529125,102651639,1,30,深圳,广东,IT/互联网,1,家在哪儿呢？大城市是哪个，小城市是哪个？实在不行的话，换个工作，在家的地方找个工作，从大城市调到小城市，很多都是变相裁员……,0,0,3
102529125,102649665,1,21,上海,上海,其他职业,1,想回大城市找对象就换工作，舍不得工作就只能小城市找,0,0,3
102529125,102643867,2,38,北京,北京,传媒/艺术,2,换个工作呗,0,1,3
102529125,102643793,2,23,延边,吉林,法律,2,你问这个问题的时候，应该首先是解决问题，而不是有问题解决人,0,2,3
102529125,102643653,2,25,成都,四川,教育/科研,2,其实我觉得大城市的女的主要还是介意带孩子的问题，你让你爸妈带就好了啊,0,1,1
102529125,102643185,1,25,成都,四川,传媒/艺术,2,建议调回家工作后，再找对象结婚，完美,0,0,3
102529125,102639304,1,36,桂林,广西,生产/制造,2,调回去不是说调就能的,0,0,2
102529125,102639132,1,34,防城港,广西,政府机构,2,嗯,0,0,1
102529125,102634541,1,36,威海,山东,生物/制药,2,看你的年龄跟择偶标准了,0,0,3
102529125,102633568,1,32,深圳,广东,生产/制造,2,换个工作！[偷笑],0,0,3
102529125,102633470,2,30,北京,北京,金融,3,[新月脸],0,0,1
102529125,102630805,2,32,上海,上海,人事/行政,2,先在家那边找个男朋友，稳定下来以后以结婚为理由申请调回家不好吗？能调出去自然就有可能调回来,0,0,1
102529125,102629324,1,28,合肥,安徽,生产/制造,3,增强实力吧，在大城市也能有家，把父母接过去，就不害怕挂念家乡了,0,0,3
102529125,102628805,1,29,秦皇岛,河北,生产/制造,1,看实际情况吧,0,0,3
102529125,102625964,2,28,来宾,广西,学生,2,调回家吧,0,0,3
102529125,102623707,1,40,长沙,湖南,交通运输,2,建议兄弟先找到了对象，再来提问,0,0,3
102529125,102623596,1,30,台州,浙江,其他职业,2,先找到对象吧，谈的不错，不管在哪里，那里就是你们的家，以后的事情太多的变数，谁都不知道以后怎么样，不如顺其自然，先从第一步找到对象开始。,0,0,3
102529125,102622912,1,32,荆州,湖北,生产/制造,2,在深圳找不到对象，回荆州找不到好工作，怎么办,0,0,1
102529125,102617381,2,36,南宁,广西,教育/科研,3,理解楼主 太难了,0,1,2
102529125,102615028,2,29,毕节,贵州,待业,2,这确实是比较头疼的问题，但我觉得吧，是你还没遇到心仪的对象，遇到了，在哪里奋斗都是一样的,0,0,3
102529125,102614739,1,31,杭州,浙江,法律,3,不去,0,0,3
102529125,102613581,2,34,青岛,山东,生物/制药,2,看到这个题，我也不知道怎么办,0,0,3
102529125,102613467,1,28,黄冈,湖北,其他职业,1,心大，太贪婪了，总要选一个吗,0,0,3
102529125,102612846,2,27,成都,四川,人事/行政,2,先找到对象，再考虑异地不异地的问题吧,0,1,3
102529125,102610408,1,31,漳州,福建,农林牧渔,2,[偷笑]骑驴找马,0,0,3
102529125,102609905,2,26,本溪,辽宁,人事/行政,2,看城市性价比，择优录取[偷笑],0,0,3
102529125,102608757,1,37,蚌埠,安徽,政府机构,1,这要看你的第一诉求是什么了。如果是回大城市为主那就调回去再说，如果是成家为主那就主要考虑成家。有时候确实是鱼刺熊掌不可兼得,0,0,3
102529125,102606843,2,41,上海,上海,传媒/艺术,2,楼主是女的话，关键看你自己心里想在哪里发展，如果心心念念想调回去的话，还是先努力工作，调回去再找。如果在这里遇到了很喜欢的人，那就交给缘份，也许对方愿意将来和你一起去大城市发展呢。,0,0,3
102529125,102603524,1,32,北京,北京,通信/电子,1,纠结说明 你心里有答案,0,0,1
102529125,102602281,2,23,蚌埠,安徽,医疗/护理,1,找不介意异地的 我现在的情况也是 人在乡镇工作 离家六十公里 不想找村里的 市区就算是异地 调动挺难的 就还在等 不介意异地就可以 一周回去两天,0,0,3
102529125,102600505,2,33,厦门,福建,传媒/艺术,2,"想要尽快安家，就珍惜当下小城市的生活；￼
想要大城市的伴侣就想办法调回去再找对象。￼
做人不能既要又要，不然只会什么都得不到。🌚",0,2,3
102529125,102600213,1,30,日照,山东,传媒/艺术,2,交通这么发达，距离其实还好。如果有机会，珍惜机会。,0,0,3
102529125,102597053,1,35,武汉,湖北,教育/科研,2,异地有成功的，但不多。毕业季也是分手季，不是没有原因的。,0,0,1
102529125,102596472,1,32,石家庄,河北,财会/审计,2,同样的问题困扰，只不过我是在工程单位，平时出差比较多，需要跟着工程跑……[大哭],0,0,1
102529125,102594595,1,32,江门,广东,生产/制造,1,小城市有问题么？人脉跟能力才是你调的关键。如果你对象接受不了你的工作地点，只能说是还没到缘分,0,1,3
102529125,102592664,1,29,青岛,山东,财会/审计,2,小城市的对象不一定比大城市的强吧,0,0,1
102529125,102589374,1,27,郑州,河南,教育/科研,2,如果在小城市你工作的地方找到一个特别合适的，又特别喜欢的，就在小城市就好了呀，为什么想调回家呢,0,1,3
102529125,102587336,1,30,厦门,福建,教育/科研,2,就是说要在大城市发展和在大城市找对象是吧。放弃工作，重新回大城市开始工作，在找对象，徐徐图之。选择大于努力💪这条路比较符合，不过也比较辛苦。如果不想放弃工作，对象想要城里也可以，就看能不能遇到了，以后成家之后分离也会比较经常。如果距离比较短又有车其实还好；如果没有的话估计一周见一次；有了孩子之后如果安家在大城市你要经常跑；如果安家在你工作地，你丈夫经常跑。如果直接放弃回或者暂时战略后排，直接找小城市的结婚，然后要调回大城市的计划安排日程，徐徐图之。到时候丈夫如果在小城市发展得很好，那你又如何应对？反之何如,0,0,3
102529125,102587252,1,33,扬州,江苏,教育/科研,2,你就不能在小地方找个能和你回大城市的对象？,0,1,3
102529125,102585634,1,33,凉山,四川,生产/制造,1,当你面临选择的时候，其实你心里已经有了答案，不是吗,0,0,3
102529125,102585145,1,30,黄冈,湖北,政府机构,3,"想必工作地离家很远吧！那就先评估自己短期（3年内）调回去的几率。

如果几率很大（＞60%），就回家找对象；如果几率很小，舍不得当前工作就在当地找对象，愿意换工作就回家重找工作。",0,0,3
102529125,102584893,1,32,驻马店,河南,IT/互联网,2,在外地找个一个家乡城市的对象，工作不耽误，回家一起回，还不异地,0,1,3
102529125,102584536,1,39,哈尔滨,黑龙江,医疗/护理,2,如果是男的，想的肯定是调回家，怎么把老婆带回去，安置工作。可你是女的,0,0,3
102529125,102583966,1,37,盐城,江苏,政府机构,1,找个情投意合，三观一致！,0,0,2
102529125,102583294,2,32,临汾,山西,教育/科研,1,就一点，别异地，除非对感情很专一,0,0,1
102529125,102581641,1,31,张家口,河北,政府机构,2,这么说吧兄弟，有那个背景或调回去是近期提上日程的事情，就在老家找找，跟人家说清楚。没那关系趁早也别考虑短期调回去的事了，在当地找退休回去就完了,0,0,1
102529125,102580341,2,30,兰州市,甘肃,教育/科研,4,天呐😂，这也说出了我的心声，我也是面临同样的问题，该找哪里的呢😭如果找现在读书地方的，那估计以后都回不去了，不找等毕业回去再找，那选择范围就会大打折扣，找其他地方又面临异地，太难了[大哭],0,0,3
102529125,102580184,1,28,曲靖,云南,生产/制造,2,其实这个问题不好解决，要不就是你妥协了，在小地方安家，要不就是你发奋图强，再考个编制，回到大城市，别的没得选[裂开]我反正是已经接受现实，在小城市准备安家了,0,0,1
102529125,102578575,2,33,潍坊,山东,政府机构,2,要找门当户对，家庭氛围差不多的,0,0,1
102529125,102576634,2,24,石家庄,河北,生产/制造,2,或许可以找一个自由职业者，可以方便调动的对象,0,0,3
102529125,102576082,1,31,淮南,安徽,财会/审计,2,你就找家里的啊，然后说之后会调回去，你们每周末见就不好了呢,0,0,3
102529125,102575698,1,39,武汉,湖北,服务业,2,这就是个天地人三者转化的问题，天时地利人和三者都不具备，就干脆不要去想那些其余的问题，必须一门心思专门钻研怎样至少要占得一样，通俗点讲就是怎样“升官发财”，其他都是多余的杂念。,0,0,3
102529125,102574121,1,30,平顶山,河南,建筑/房地产,2,个人感觉在哪工作跟找对象没有什么关系，但是现实却是如果不是熟人介绍的话，异地的话基本还没开始就结束了，或许是缘分还没有到吧！只能这么安慰自己了！,0,0,3
102529125,102574094,2,30,深圳,广东,IT/互联网,1,选择自己想要的,0,0,3
102529125,102573820,1,30,厦门,福建,IT/互联网,2,那就找不介意异地的，或者对方工作相对比较容易跑动得，而又愿意跑到你这得，,0,0,3
102529125,102573361,2,34,贵阳,贵州,人事/行政,2,找个对象，走哪一起走,0,0,1
102529125,102573287,1,25,太原,山西,医疗/护理,2,自己选啊,0,0,3
102529125,102572698,2,21,合肥,安徽,学生,2,是因为工资低吗？非得立马结婚,0,0,1
102529125,102568872,1,32,沈阳,辽宁,IT/互联网,2,所以题主是男的还是女的？男的就无所谓，女的还是回家的好，毕竟工作是一时的，结婚生活是一辈子的,0,0,3
102529125,102568397,1,34,保山,云南,金融,2,智者不入爱河,0,1,3
102529125,102568390,1,40,北京,北京,服务业,1,鱼与熊掌,0,0,3
102529125,102568005,2,40,广州,广东,生产/制造,2,你养老婆 这个问题迎刃而解[呲牙],0,0,3
102529125,102567693,2,25,广州,广东,学生,3,…,0,0,0
102529125,102567678,1,28,周口,河南,政府机构,2,看个人，不要让别人决定你的未来,0,0,3
102529125,102567510,1,35,黄冈,湖北,教育/科研,2,你想要老婆就不要犹豫，想孤独一生就不要找老婆！,0,0,3
102529125,102567378,1,33,苏州,江苏,IT/互联网,1,66,0,0,1
102529125,102567264,1,33,河源,广东,教育/科研,2,小城市有小城市的好～看你自己是不是长期待在一个城市咯～如果是就在工作的地方找吧，冥冥中自有安排。如果只是暂时在小城市而你又介意的话就调回家再说吧,0,0,2
102529125,102567195,2,32,大理,云南,教育/科研,2,有能力的人，在小城市找一样可以调回去，没能力找了大城市有背景也调不回去，还会被分手。,0,0,2
102529125,102566987,2,34,广州,广东,待业,2,青菜萝卜各有所爱。弱水三千也只取一瓢饮，相信自己总会找得到合适的。,0,0,3
102529125,102565530,2,34,南通,江苏,财会/审计,1,找个同家乡的中和一下,0,0,1
